date,game_time,away_team,home_team,away_q1_avg,home_q1_avg,prediction,vegas_game_total,consistency,play,recommendation,confidence
2025-11-19,2025-11-20T01:00:00Z,DEN,NOP,32.8,24.6,55.485397,233.5,4.052720345384432,True,UNDER,HIGH
2025-11-19,2025-11-20T01:00:00Z,SAC,OKC,31.0,29.8,59.99279,231.5,3.7967885224465583,True,UNDER,HIGH
2025-11-19,2025-11-20T03:10:00Z,CHI,POR,26.0,27.4,55.265606,244.5,3.8238773964357806,True,OVER,HIGH
