game_time,away_team,home_team,away_q1_avg,home_q1_avg,prediction,vegas_game_total,consistency
2025-11-15T22:10:00Z,MEM,CLE,29.0,32.0,56.753902,239.5,1.8946836200834305
2025-11-16T01:10:00Z,LAL,MIL,26.6,27.2,53.17724,230.5,1.6805405652205039
2025-11-16T00:10:00Z,OKC,CHA,32.0,35.4,60.54024,225.5,0.9506199146626546
