date,game_time,away_team,home_team,away_q1_avg,home_q1_avg,prediction,vegas_game_total,consistency,play,recommendation,confidence
2025-11-17,2025-11-18T00:00:00Z,MIL,CLE,27.2,29.8,63.192585,235.5,3.4045741349300433,True,OVER,HIGH
2025-11-17,2025-11-18T01:10:00Z,OKC,NOP,29.8,24.6,61.3729,226.5,4.566608883237835,True,OVER,HIGH
2025-11-17,2025-11-18T02:10:00Z,CHI,DEN,26.0,32.8,57.194763,240.5,4.629540090729456,True,UNDER,HIGH
