game_time,away_team,home_team,away_q1_avg,home_q1_avg,prediction,vegas_game_total,consistency
2025-11-15T01:10:00Z,CHA,MIL,35.4,27.2,63.489513,239.5,3.8797849524523453
2025-11-15T00:10:00Z,BKN,ORL,26.8,30.0,51.71101,222.5,1.8206820177089629
2025-11-15T01:40:00Z,LAC,DAL,30.6,27.4,62.39849,219.5,1.525271307420967
